Packet Number,Device Name,Device Type,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Human Command,Packet Type,Command String
30,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '53', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)'], 'Status': ['Success (0x00)', 'Success (0x00)', 'Success (0x00)'], 'Data Type': ['16-Bit Signed Integer (0x29)', '16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)'], 'Int16': '0', 'Uint16': ['0 (0x0000)', '218 (0x00da)']}"
31,Unknown,Unknown,Unknown,Unknown,,0,Ack,
32,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,APS: Ack,
33,Unknown,Unknown,Unknown,Unknown,,0,Ack,
34,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 1,0,APS: Ack,
35,Unknown,Unknown,Unknown,Unknown,,0,Ack,
36,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 2,0,Read Attributes (0x00),"{'Sequence Number': '55', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
37,Unknown,Unknown,Unknown,Unknown,,0,Ack,
38,Philips Lamp 1,Bulb,Unknown,Unknown,,0,,
39,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 2,0,Read Attributes (0x00),"{'Sequence Number': '55', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
40,Unknown,Unknown,Unknown,Unknown,,0,Ack,
41,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,APS: Ack,
42,Unknown,Unknown,Unknown,Unknown,,0,Ack,
43,Unknown,Unknown,Unknown,Unknown,,0,Ack,
44,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 2,0,Read Attributes (0x00),"{'Sequence Number': '57', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
45,Unknown,Unknown,Unknown,Unknown,,0,Ack,
46,Power Plug 2,Socket,Unknown,Unknown,,0,,
47,Unknown,Unknown,Unknown,Unknown,,0,Ack,
48,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 2,0,Read Attributes (0x00),"{'Sequence Number': '57', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
49,Power Plug 1,Socket,Coordinator,Coordinator,Power Plug 2,0,Read Attributes (0x00),"{'Sequence Number': '57', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
50,Unknown,Unknown,Unknown,Unknown,,0,Ack,
51,Unknown,Unknown,Unknown,Unknown,,0,,
52,Unknown,Unknown,Unknown,Unknown,,0,Ack,
53,Power Plug 2,Socket,Unknown,Unknown,,0,,
54,Unknown,Unknown,Unknown,Unknown,,0,Ack,
55,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 2,0,APS: Ack,
56,Unknown,Unknown,Unknown,Unknown,,0,Ack,
57,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 1,0,APS: Ack,
58,Unknown,Unknown,Unknown,Unknown,,0,Ack,
59,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 2,0,APS: Ack,
60,Unknown,Unknown,Unknown,Unknown,,0,Ack,
61,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 2,0,APS: Ack,
62,Unknown,Unknown,Unknown,Unknown,,0,Ack,
63,Power Plug 1,Socket,Unknown,Unknown,,0,,
64,Unknown,Unknown,Unknown,Unknown,,0,Ack,
65,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 2,0,APS: Ack,
66,Unknown,Unknown,Unknown,Unknown,,0,Ack,
67,Power Plug 1,Socket,Unknown,Unknown,,0,,
68,Unknown,Unknown,Unknown,Unknown,,0,Ack,
69,Ledvance Z3 Plug,Socket,Unknown,Unknown,,0,,
70,Aqara Button,Button,Aqara Button,Button,Coordinator,1,Report Attributes (0x0a),"{'Sequence Number': '20', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Present Value (0x0055)', 'Data Type': '16-Bit Unsigned Integer (0x21)', 'Uint16': '1 (0x0001)'}"
71,Unknown,Unknown,Unknown,Unknown,,0,Ack,
72,Smart Socket,Socket,Aqara Button,Button,Coordinator,1,Report Attributes (0x0a),"{'Sequence Number': '20', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Present Value (0x0055)', 'Data Type': '16-Bit Unsigned Integer (0x21)', 'Uint16': '1 (0x0001)'}"
73,Unknown,Unknown,Unknown,Unknown,,0,Ack,
74,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,1,On (0x01),"{'Sequence Number': '59', 'Command': 'On (0x01)'}"
75,Unknown,Unknown,Unknown,Unknown,,0,Ack,
76,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
77,Unknown,Unknown,Unknown,Unknown,,0,Ack,
78,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
79,Unknown,Unknown,Unknown,Unknown,,0,Ack,
80,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
81,Unknown,Unknown,Unknown,Unknown,,0,Ack,
82,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Default Response (0x0b),"{'Sequence Number': '59', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x01', 'Status': 'Success (0x00)'}"
83,Unknown,Unknown,Unknown,Unknown,,0,Ack,
84,Philips Motion,Bulb,Philips Motion,Bulb,Unknown,0,Link Status (0x08),
85,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '14', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'OnOff (0x0000)', 'Data Type': 'Boolean (0x10)'}"
86,Unknown,Unknown,Unknown,Unknown,,0,Ack,
87,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,APS: Ack,
88,Unknown,Unknown,Unknown,Unknown,,0,Ack,
89,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,APS: Ack,
90,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '15', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Current Level (0x0000)', 'Data Type': '8-Bit Unsigned Integer (0x20)', 'Current Level': '2'}"
91,Unknown,Unknown,Unknown,Unknown,,0,Ack,
92,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,APS: Ack,
93,Unknown,Unknown,Unknown,Unknown,,0,Ack,
94,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,APS: Ack,
95,Unknown,Unknown,Unknown,Unknown,,0,Ack,
96,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,Default Response (0x0b),"{'Sequence Number': '14', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
97,Unknown,Unknown,Unknown,Unknown,,0,Ack,
98,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,Default Response (0x0b),"{'Sequence Number': '15', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
99,Unknown,Unknown,Unknown,Unknown,,0,Ack,
100,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
101,Unknown,Unknown,Unknown,Unknown,,0,Ack,
102,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
103,Unknown,Unknown,Unknown,Unknown,,0,Ack,
104,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,APS: Ack,
105,Unknown,Unknown,Unknown,Unknown,,0,Ack,
106,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,APS: Ack,
107,Unknown,Unknown,Unknown,Unknown,,0,Ack,
108,Aqara Door 1,Door,Aqara Door 1,Door,Coordinator,1,Report Attributes (0x0a),"{'Sequence Number': '121', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'OnOff (0x0000)', 'Data Type': 'Boolean (0x10)'}"
109,Unknown,Unknown,Unknown,Unknown,,0,Ack,
110,Smart Socket,Socket,Aqara Door 1,Door,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '121', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'OnOff (0x0000)', 'Data Type': 'Boolean (0x10)'}"
111,Unknown,Unknown,Unknown,Unknown,,0,Ack,
112,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
113,Unknown,Unknown,Unknown,Unknown,,0,Ack,
114,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '16', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Current Level (0x0000)', 'Data Type': '8-Bit Unsigned Integer (0x20)', 'Current Level': '89'}"
115,Unknown,Unknown,Unknown,Unknown,,0,Ack,
116,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,APS: Ack,
117,Unknown,Unknown,Unknown,Unknown,,0,Ack,
118,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,Default Response (0x0b),"{'Sequence Number': '16', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
119,Unknown,Unknown,Unknown,Unknown,,0,Ack,
120,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,Route Record (0x05),
121,Unknown,Unknown,Unknown,Unknown,,0,Ack,
122,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,APS: Ack,
123,Unknown,Unknown,Unknown,Unknown,,0,Ack,
124,Coordinator,Coordinator,Coordinator,Coordinator,Unknown,0,Link Status (0x08),
125,Aqara Vibration,Vibration,Aqara Vibration,Vibration,Coordinator,1,Report Attributes (0x0a),"{'Sequence Number': '86', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Unknown (0x0055)', 'Data Type': '16-Bit Unsigned Integer (0x21)', 'Uint16': '1 (0x0001)'}"
126,Unknown,Unknown,Unknown,Unknown,,0,Ack,
127,Smart Socket,Socket,Aqara Vibration,Vibration,Coordinator,1,Report Attributes (0x0a),"{'Sequence Number': '86', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'Unknown (0x0055)', 'Data Type': '16-Bit Unsigned Integer (0x21)', 'Uint16': '1 (0x0001)'}"
128,Unknown,Unknown,Unknown,Unknown,,0,Ack,
129,Unknown,Unknown,Unknown,Unknown,,0,Ack,
130,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Default Response (0x0b),"{'Sequence Number': '89', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
131,Unknown,Unknown,Unknown,Unknown,,0,Ack,
132,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 1,0,Default Response (0x0b),"{'Sequence Number': '89', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
133,Unknown,Unknown,Unknown,Unknown,,0,Ack,
134,Power Plug 1,Socket,Unknown,Unknown,,0,,
135,Smart Socket,Socket,Smart Socket,Socket,Unknown,0,Link Status (0x08),
136,Unknown,Unknown,Unknown,Unknown,,0,Ack,
137,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Default Response (0x0b),"{'Sequence Number': '90', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
138,Unknown,Unknown,Unknown,Unknown,,0,Ack,
139,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 1,0,Default Response (0x0b),"{'Sequence Number': '90', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
140,Philips Lamp 1,Bulb,Philips Lamp 1,Bulb,Unknown,0,Link Status (0x08),
141,Unknown,Unknown,Unknown,Unknown,,0,Ack,
142,Unknown,Unknown,Unknown,Unknown,,0,Ack,
143,Ledvance Smart+ Plug,Socket,Ledvance Smart+ Plug,Socket,Unknown,0,Link Status (0x08),
144,Moes Bulb,Bulb,Moes Bulb,Bulb,Unknown,0,Link Status (0x08),
145,Unknown,Unknown,Unknown,Unknown,,0,,
146,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Unknown,0,Link Status (0x08),
147,Aqara Door 2,Door,Aqara Door 2,Door,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '121', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'OnOff (0x0000)', 'Data Type': 'Boolean (0x10)'}"
148,Unknown,Unknown,Unknown,Unknown,,0,Ack,
149,Smart Socket,Socket,Aqara Door 2,Door,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '121', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'OnOff (0x0000)', 'Data Type': 'Boolean (0x10)'}"
150,Unknown,Unknown,Unknown,Unknown,,0,Ack,
151,Ledvance Smart+ Plug,Socket,Ledvance Smart+ Plug,Socket,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '74', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'OnOff (0x0000)', 'Data Type': 'Boolean (0x10)'}"
152,Unknown,Unknown,Unknown,Unknown,,0,Ack,
153,Ledvance Z3 Plug,Socket,Ledvance Z3 Plug,Socket,Unknown,0,Link Status (0x08),
154,Coordinator,Coordinator,Coordinator,Coordinator,Unknown,0,Link Status (0x08),
155,Ledvance Z3 Plug,Socket,Ledvance Z3 Plug,Socket,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '84', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'OnOff (0x0000)', 'Data Type': 'Boolean (0x10)'}"
156,Unknown,Unknown,Unknown,Unknown,,0,Ack,
157,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Z3 Plug,0,APS: Ack,
158,Unknown,Unknown,Unknown,Unknown,,0,Ack,
159,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Z3 Plug,0,Default Response (0x0b),"{'Sequence Number': '84', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
160,Unknown,Unknown,Unknown,Unknown,,0,Ack,
161,Ledvance Z3 Plug,Socket,Ledvance Z3 Plug,Socket,Coordinator,0,APS: Ack,
162,Unknown,Unknown,Unknown,Unknown,,0,Ack,
163,Aqara Door 2,Door,Aqara Door 2,Door,Coordinator,1,Report Attributes (0x0a),"{'Sequence Number': '122', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'OnOff (0x0000)', 'Data Type': 'Boolean (0x10)'}"
164,Unknown,Unknown,Unknown,Unknown,,0,Ack,
165,Smart Socket,Socket,Aqara Door 2,Door,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '122', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'OnOff (0x0000)', 'Data Type': 'Boolean (0x10)'}"
166,Unknown,Unknown,Unknown,Unknown,,0,Ack,
167,Sonoff Motion 1,Motion,Sonoff Motion 1,Motion,Coordinator,1,Zone Status Change Notification (0x00),"{'Sequence Number': '21', 'Command': 'Zone Status Change Notification (0x00)', 'ZoneStatus': '0x0001, Alarm 1', 'Extended Status': '0x00', 'Zone ID': '0x00'}"
168,Unknown,Unknown,Unknown,Unknown,,0,Ack,
169,Power Plug 2,Socket,Sonoff Motion 1,Motion,Coordinator,1,Zone Status Change Notification (0x00),"{'Sequence Number': '21', 'Command': 'Zone Status Change Notification (0x00)', 'ZoneStatus': '0x0001, Alarm 1', 'Extended Status': '0x00', 'Zone ID': '0x00'}"
170,Unknown,Unknown,Unknown,Unknown,,0,Ack,
171,Sonoff Motion 1,Motion,Unknown,Unknown,,0,,
172,Unknown,Unknown,Unknown,Unknown,,0,Ack,
173,Sonoff Door 1,Door,Sonoff Door 1,Door,Coordinator,1,Zone Status Change Notification (0x00),"{'Sequence Number': '219', 'Command': 'Zone Status Change Notification (0x00)', 'ZoneStatus': '0x0000', 'Extended Status': '0x00', 'Zone ID': '0x00'}"
174,Unknown,Unknown,Unknown,Unknown,,0,Ack,
175,Ledvance Bulb,Bulb,Sonoff Door 1,Door,Coordinator,0,Route Record (0x05),
176,Unknown,Unknown,Unknown,Unknown,,0,Ack,
177,Ledvance Bulb,Bulb,Sonoff Door 1,Door,Coordinator,1,Zone Status Change Notification (0x00),"{'Sequence Number': '219', 'Command': 'Zone Status Change Notification (0x00)', 'ZoneStatus': '0x0000', 'Extended Status': '0x00', 'Zone ID': '0x00'}"
178,Unknown,Unknown,Unknown,Unknown,,0,Ack,
179,Sonoff Door 1,Door,Unknown,Unknown,,0,,
180,Unknown,Unknown,Unknown,Unknown,,0,Ack,
181,Power Plug 1,Socket,Power Plug 1,Socket,Unknown,0,Link Status (0x08),
182,Smart Socket,Socket,Smart Socket,Socket,Unknown,0,Link Status (0x08),
183,Philips Lamp 1,Bulb,Philips Lamp 1,Bulb,Unknown,0,Link Status (0x08),
184,Unknown,Unknown,Unknown,Unknown,,0,Ack,
185,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 2,0,Default Response (0x0b),"{'Sequence Number': '69', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
186,Unknown,Unknown,Unknown,Unknown,,0,Ack,
187,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 2,0,Default Response (0x0b),"{'Sequence Number': '69', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
188,Unknown,Unknown,Unknown,Unknown,,0,Ack,
189,Power Plug 1,Socket,Coordinator,Coordinator,Power Plug 2,0,Default Response (0x0b),"{'Sequence Number': '69', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
190,Power Plug 2,Socket,Unknown,Unknown,,0,,
191,Unknown,Unknown,Unknown,Unknown,,0,Ack,
192,Ledvance Smart+ Plug,Socket,Ledvance Smart+ Plug,Socket,Unknown,0,Link Status (0x08),
193,Sonoff Door 1,Door,Sonoff Door 1,Door,Coordinator,1,Zone Status Change Notification (0x00),"{'Sequence Number': '220', 'Command': 'Zone Status Change Notification (0x00)', 'ZoneStatus': '0x0001, Alarm 1', 'Extended Status': '0x00', 'Zone ID': '0x00'}"
194,Unknown,Unknown,Unknown,Unknown,,0,Ack,
195,Ledvance Bulb,Bulb,Sonoff Door 1,Door,Coordinator,0,Route Record (0x05),
196,Unknown,Unknown,Unknown,Unknown,,0,Ack,
197,Ledvance Bulb,Bulb,Sonoff Door 1,Door,Coordinator,1,Zone Status Change Notification (0x00),"{'Sequence Number': '220', 'Command': 'Zone Status Change Notification (0x00)', 'ZoneStatus': '0x0001, Alarm 1', 'Extended Status': '0x00', 'Zone ID': '0x00'}"
198,Unknown,Unknown,Unknown,Unknown,,0,Ack,
199,Power Plug 2,Socket,Power Plug 2,Socket,Unknown,0,Link Status (0x08),
200,Sonoff Door 1,Door,Unknown,Unknown,,0,,
201,Unknown,Unknown,Unknown,Unknown,,0,Ack,
202,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,Read Attributes (0x00),"{'Sequence Number': '68', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
203,Unknown,Unknown,Unknown,Unknown,,0,Ack,
204,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '68', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '225 (0x00000000000000e1)', 'Bitmap8': '0x00'}"
205,Unknown,Unknown,Unknown,Unknown,,0,Ack,
206,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '70', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
207,Unknown,Unknown,Unknown,Unknown,,0,Ack,
208,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '70', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
209,Unknown,Unknown,Unknown,Unknown,,0,Ack,
210,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,APS: Ack,
211,Unknown,Unknown,Unknown,Unknown,,0,Ack,
212,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '70', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '2 (0x0000000000000002)', 'Bitmap8': '0x00'}"
213,Unknown,Unknown,Unknown,Unknown,,0,Ack,
214,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,Read Attributes (0x00),"{'Sequence Number': '72', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
215,Unknown,Unknown,Unknown,Unknown,,0,Ack,
216,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '72', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)'], 'Status': ['Success (0x00)', 'Success (0x00)', 'Success (0x00)'], 'Data Type': ['16-Bit Signed Integer (0x29)', '16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)'], 'Int16': '0', 'Uint16': ['21 (0x0015)', '220 (0x00dc)']}"
217,Unknown,Unknown,Unknown,Unknown,,0,Ack,
218,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '74', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
219,Unknown,Unknown,Unknown,Unknown,,0,Ack,
