Packet Number,Device Name,Device Type,Device Name ZigBee,Device Type ZigBee,Device Name ZigBee Destination,Human Command,Packet Type,Command String
33,Philips Lamp 3,Bulb,Coordinator,Coordinator,Unknown,0,Default Response (0x0b),"{'Sequence Number': '224', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
34,Unknown,Unknown,Unknown,Unknown,,0,Ack,
35,Unknown,Unknown,Unknown,Unknown,,0,Ack,
36,Coordinator,Coordinator,Coordinator,Coordinator,Unknown,0,Default Response (0x0b),"{'Sequence Number': '225', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
37,Unknown,Unknown,Unknown,Unknown,,0,Ack,
38,Philips Lamp 3,Bulb,Coordinator,Coordinator,Unknown,0,Default Response (0x0b),"{'Sequence Number': '225', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
39,Unknown,Unknown,Unknown,Unknown,,0,,
40,Unknown,Unknown,Unknown,Unknown,,0,Ack,
41,Unknown,Unknown,Unknown,Unknown,,0,,
42,Aqara Motion,Motion,Aqara Motion,Motion,Coordinator,1,Report Attributes (0x0a),"{'Manufacturer Code': 'Lumi United Techology, Ltd Shenzhen (0x115f)', 'Sequence Number': '251', 'Command': 'Report Attributes (0x0a)', 'Attribute': '0x0112', 'Data Type': '32-Bit Unsigned Integer (0x23)', 'Uint32': '65536 (0x00010000)'}"
43,Unknown,Unknown,Unknown,Unknown,,0,Ack,
44,Power Plug 1,Socket,Power Plug 1,Socket,Unknown,0,Link Status (0x08),
45,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
46,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
47,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
48,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
49,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
50,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
51,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
52,Aqara Door 1,Door,Aqara Door 1,Door,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '20', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'OnOff (0x0000)', 'Data Type': 'Boolean (0x10)'}"
53,Unknown,Unknown,Unknown,Unknown,,0,Ack,
54,Smart Socket,Socket,Smart Socket,Socket,Unknown,0,Link Status (0x08),
55,Philips Lamp 3,Bulb,Philips Lamp 3,Bulb,Unknown,0,Link Status (0x08),
56,Moes Bulb,Bulb,Moes Bulb,Bulb,Unknown,0,Link Status (0x08),
57,Ledvance Smart+ Plug,Socket,Ledvance Smart+ Plug,Socket,Unknown,0,Link Status (0x08),
58,Coordinator,Coordinator,Coordinator,Coordinator,Unknown,0,Link Status (0x08),
59,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,Read Attributes (0x00),"{'Sequence Number': '250', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
60,Unknown,Unknown,Unknown,Unknown,,0,Ack,
61,Philips Lamp 1,Bulb,Coordinator,Coordinator,Smart Socket,0,Read Attributes (0x00),"{'Sequence Number': '250', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
62,Unknown,Unknown,Unknown,Unknown,,0,Ack,
63,Smart Socket,Socket,Unknown,Unknown,,0,,
64,Unknown,Unknown,Unknown,Unknown,,0,Ack,
65,Unknown,Unknown,Unknown,Unknown,,0,,
66,Unknown,Unknown,Unknown,Unknown,,0,Ack,
67,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '252', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
68,Unknown,Unknown,Unknown,Unknown,,0,Ack,
69,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '252', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '119 (0x0000000000000077)', 'Bitmap8': '0x00'}"
70,Unknown,Unknown,Unknown,Unknown,,0,Ack,
71,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,APS: Ack,
72,Unknown,Unknown,Unknown,Unknown,,0,Ack,
73,Philips Lamp 1,Bulb,Coordinator,Coordinator,Smart Socket,0,APS: Ack,
74,Unknown,Unknown,Unknown,Unknown,,0,Ack,
75,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,Read Attributes (0x00),"{'Sequence Number': '254', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
76,Unknown,Unknown,Unknown,Unknown,,0,Ack,
77,Philips Lamp 1,Bulb,Coordinator,Coordinator,Smart Socket,0,Read Attributes (0x00),"{'Sequence Number': '254', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
78,Unknown,Unknown,Unknown,Unknown,,0,Ack,
79,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '254', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)'], 'Status': ['Success (0x00)', 'Success (0x00)', 'Success (0x00)'], 'Data Type': ['16-Bit Signed Integer (0x29)', '16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)'], 'Int16': '0', 'Uint16': ['0 (0x0000)', '222 (0x00de)']}"
80,Unknown,Unknown,Unknown,Unknown,,0,Ack,
81,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '0', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
82,Unknown,Unknown,Unknown,Unknown,,0,Ack,
83,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '0', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
84,Unknown,Unknown,Unknown,Unknown,,0,Ack,
85,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '0', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)'], 'Status': ['Success (0x00)', 'Success (0x00)', 'Success (0x00)'], 'Data Type': ['16-Bit Signed Integer (0x29)', '16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)'], 'Int16': '0', 'Uint16': ['0 (0x0000)', '220 (0x00dc)']}"
86,Unknown,Unknown,Unknown,Unknown,,0,Ack,
87,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,APS: Ack,
88,Unknown,Unknown,Unknown,Unknown,,0,Ack,
89,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 1,0,APS: Ack,
90,Unknown,Unknown,Unknown,Unknown,,0,Ack,
91,Coordinator,Coordinator,Coordinator,Coordinator,Unknown,0,Read Attributes (0x00),"{'Sequence Number': '2', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
92,Unknown,Unknown,Unknown,Unknown,,0,Ack,
93,Philips Lamp 3,Bulb,Coordinator,Coordinator,Unknown,0,Read Attributes (0x00),"{'Sequence Number': '2', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
94,Philips Lamp 3,Bulb,Coordinator,Coordinator,Unknown,0,Read Attributes (0x00),"{'Sequence Number': '2', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)']}"
95,Unknown,Unknown,Unknown,Unknown,,0,Ack,
96,Coordinator,Coordinator,Coordinator,Coordinator,Unknown,0,Read Attributes (0x00),"{'Sequence Number': '4', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
97,Philips Lamp 3,Bulb,Unknown,Unknown,,0,,
98,Philips Lamp 3,Bulb,Unknown,Unknown,,0,,
99,Philips Lamp 3,Bulb,Unknown,Unknown,,0,,
100,Unknown,Unknown,Unknown,Unknown,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '2', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)'], 'Status': ['Success (0x00)', 'Success (0x00)', 'Success (0x00)'], 'Data Type': ['16-Bit Signed Integer (0x29)', '16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)'], 'Int16': '0', 'Uint16': ['0 (0x0000)', '221 (0x00dd)']}"
101,Philips Lamp 3,Bulb,Coordinator,Coordinator,Unknown,0,Read Attributes (0x00),"{'Sequence Number': '4', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
102,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,APS: Ack,
103,Unknown,Unknown,Unknown,Unknown,,0,Ack,
104,Unknown,Unknown,Unknown,Unknown,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '2', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Active Power (0x050b)', 'RMS Current (0x0508)', 'RMS Voltage (0x0505)'], 'Status': ['Success (0x00)', 'Success (0x00)', 'Success (0x00)'], 'Data Type': ['16-Bit Signed Integer (0x29)', '16-Bit Unsigned Integer (0x21)', '16-Bit Unsigned Integer (0x21)'], 'Int16': '0', 'Uint16': ['0 (0x0000)', '221 (0x00dd)']}"
105,Unknown,Unknown,Unknown,Unknown,,0,Ack,
106,Philips Lamp 1,Bulb,Coordinator,Coordinator,Smart Socket,0,APS: Ack,
107,Unknown,Unknown,Unknown,Unknown,,0,Ack,
108,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,APS: Ack,
109,Unknown,Unknown,Unknown,Unknown,,0,Ack,
110,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 1,0,APS: Ack,
111,Unknown,Unknown,Unknown,Unknown,,0,Ack,
112,Coordinator,Coordinator,Coordinator,Coordinator,Unknown,0,APS: Ack,
113,Unknown,Unknown,Unknown,Unknown,,0,Ack,
114,Philips Lamp 3,Bulb,Unknown,Unknown,,0,,
115,Philips Lamp 3,Bulb,Coordinator,Coordinator,Unknown,0,Read Attributes (0x00),"{'Sequence Number': '4', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
116,Unknown,Unknown,Unknown,Unknown,,0,Ack,
117,Unknown,Unknown,Unknown,Unknown,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '4', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '26 (0x000000000000001a)', 'Bitmap8': '0x00'}"
118,Unknown,Unknown,Unknown,Unknown,,0,Ack,
119,Coordinator,Coordinator,Coordinator,Coordinator,Unknown,0,APS: Ack,
120,Unknown,Unknown,Unknown,Unknown,,0,Ack,
121,Philips Lamp 3,Bulb,Coordinator,Coordinator,Unknown,0,APS: Ack,
122,Unknown,Unknown,Unknown,Unknown,,0,Ack,
123,Unknown,Unknown,Unknown,Unknown,,0,,
124,Unknown,Unknown,Unknown,Unknown,,0,Ack,
125,Coordinator,Coordinator,Coordinator,Coordinator,Unknown,0,APS: Ack,
126,Unknown,Unknown,Unknown,Unknown,,0,Ack,
127,Philips Lamp 3,Bulb,Coordinator,Coordinator,Unknown,0,APS: Ack,
128,Unknown,Unknown,Unknown,Unknown,,0,Ack,
129,Unknown,Unknown,Unknown,Unknown,Unknown,0,Link Status (0x08),
130,Philips Lamp 1,Bulb,Philips Lamp 1,Bulb,Unknown,0,Link Status (0x08),
131,Coordinator,Coordinator,Coordinator,Coordinator,Philips Lamp 1,0,Read Attributes (0x00),"{'Sequence Number': '6', 'Command': 'Read Attributes (0x00)', 'Attribute': 'OnOff (0x0000)'}"
132,Unknown,Unknown,Unknown,Unknown,,0,Ack,
133,Philips Lamp 1,Bulb,Philips Lamp 1,Bulb,Coordinator,0,Route Record (0x05),
134,Unknown,Unknown,Unknown,Unknown,,0,Ack,
135,Philips Lamp 1,Bulb,Philips Lamp 1,Bulb,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '6', 'Command': 'Read Attributes Response (0x01)', 'Attribute': 'OnOff (0x0000)', 'Status': 'Success (0x00)', 'Data Type': 'Boolean (0x10)'}"
136,Unknown,Unknown,Unknown,Unknown,,0,Ack,
137,Coordinator,Coordinator,Coordinator,Coordinator,Philips Lamp 1,0,Read Attributes (0x00),"{'Sequence Number': '8', 'Command': 'Read Attributes (0x00)', 'Attribute': 'Current Level (0x0000)'}"
138,Unknown,Unknown,Unknown,Unknown,,0,Ack,
139,Philips Lamp 1,Bulb,Philips Lamp 1,Bulb,Coordinator,0,Route Record (0x05),
140,Unknown,Unknown,Unknown,Unknown,,0,Ack,
141,Philips Lamp 1,Bulb,Philips Lamp 1,Bulb,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '8', 'Command': 'Read Attributes Response (0x01)', 'Attribute': 'Current Level (0x0000)', 'Status': 'Success (0x00)', 'Data Type': '8-Bit Unsigned Integer (0x20)', 'Current Level': '254'}"
142,Unknown,Unknown,Unknown,Unknown,,0,Ack,
143,Unknown,Unknown,Unknown,Unknown,,0,,
144,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,,"{'Sequence Number': '77', 'Command': 'Query Next Image Request (0x01)', 'Field Control': '0x01, Hardware Version', 'Manufacturer Code': 'LEDVANCE LLC. (0x1189)', 'Image Type': 'Manufacturer Specific (0x008a)', 'File Version': '0x00203045', 'Hardware Version': '0x0002'}"
145,Unknown,Unknown,Unknown,Unknown,,0,Ack,
146,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,APS: Ack,
147,Unknown,Unknown,Unknown,Unknown,,0,Ack,
148,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,APS: Ack,
149,Unknown,Unknown,Unknown,Unknown,,0,Ack,
150,Coordinator,Coordinator,Coordinator,Coordinator,Ledvance Bulb,0,,"{'Sequence Number': '77', 'Command': 'Query Next Image Response (0x02)', 'Status': 'Ota No Image Available (0x98)'}"
151,Unknown,Unknown,Unknown,Unknown,,0,Ack,
152,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,APS: Ack,
153,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Coordinator,0,APS: Ack,
154,Unknown,Unknown,Unknown,Unknown,,0,Ack,
155,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Unknown,0,Link Status (0x08),
156,Ledvance Z3 Plug,Socket,Ledvance Z3 Plug,Socket,Unknown,0,Link Status (0x08),
157,Unknown,Unknown,Unknown,Unknown,,0,,
158,Power Plug 1,Socket,Power Plug 1,Socket,Unknown,0,Link Status (0x08),
159,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
160,Smart Socket,Socket,Smart Socket,Socket,Unknown,0,Link Status (0x08),
161,Moes Bulb,Bulb,Moes Bulb,Bulb,Unknown,0,Link Status (0x08),
162,Ledvance Smart+ Plug,Socket,Ledvance Smart+ Plug,Socket,Unknown,0,Link Status (0x08),
163,Aqara Door 1,Door,Aqara Door 1,Door,Coordinator,1,Report Attributes (0x0a),"{'Sequence Number': '21', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'OnOff (0x0000)', 'Data Type': 'Boolean (0x10)'}"
164,Unknown,Unknown,Unknown,Unknown,,0,Ack,
165,Unknown,Unknown,Unknown,Unknown,,0,,
166,Philips Lamp 3,Bulb,Philips Lamp 3,Bulb,Unknown,0,Link Status (0x08),
167,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
168,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
169,Unknown,Unknown,Unknown,Unknown,Unknown,0,Link Status (0x08),
170,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
171,Coordinator,Coordinator,Coordinator,Coordinator,Unknown,0,Link Status (0x08),
172,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
173,Philips Lamp 1,Bulb,Philips Lamp 1,Bulb,Unknown,0,Link Status (0x08),
174,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '202', 'Command': 'Report Attributes (0x0a)', 'Attribute': ['Application Version (0x0001)', 'Unknown (0xffe2)', 'Unknown (0xffe4)'], 'Data Type': ['8-Bit Unsigned Integer (0x20)', '8-Bit Unsigned Integer (0x20)', '8-Bit Unsigned Integer (0x20)'], 'Uint8': ['77 (0x4d)', '54 (0x36)', '0 (0x00)']}"
175,Unknown,Unknown,Unknown,Unknown,,0,Ack,
176,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Default Response (0x0b),"{'Sequence Number': '202', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
177,Unknown,Unknown,Unknown,Unknown,,0,Ack,
178,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 1,0,Default Response (0x0b),"{'Sequence Number': '202', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
179,Unknown,Unknown,Unknown,Unknown,,0,Ack,
180,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,APS: Ack,
181,Unknown,Unknown,Unknown,Unknown,,0,Ack,
182,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
183,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
184,Aqara Motion,Motion,Aqara Motion,Motion,Coordinator,1,Report Attributes (0x0a),"{'Manufacturer Code': 'Lumi United Techology, Ltd Shenzhen (0x115f)', 'Sequence Number': '252', 'Command': 'Report Attributes (0x0a)', 'Attribute': '0x0112', 'Data Type': '32-Bit Unsigned Integer (0x23)', 'Uint32': '65536 (0x00010000)'}"
185,Unknown,Unknown,Unknown,Unknown,,0,Ack,
186,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
187,Ledvance Z3 Plug,Socket,Ledvance Z3 Plug,Socket,Unknown,0,Link Status (0x08),
188,Power Plug 1,Socket,Power Plug 1,Socket,Unknown,0,Link Status (0x08),
189,Ledvance Bulb,Bulb,Ledvance Bulb,Bulb,Unknown,0,Link Status (0x08),
190,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,Report Attributes (0x0a),"{'Sequence Number': '111', 'Command': 'Report Attributes (0x0a)', 'Attribute': ['Application Version (0x0001)', 'Unknown (0xffe2)', 'Unknown (0xffe4)'], 'Data Type': ['8-Bit Unsigned Integer (0x20)', '8-Bit Unsigned Integer (0x20)', '8-Bit Unsigned Integer (0x20)'], 'Uint8': ['77 (0x4d)', '54 (0x36)', '0 (0x00)']}"
191,Unknown,Unknown,Unknown,Unknown,,0,Ack,
192,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,Default Response (0x0b),"{'Sequence Number': '111', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
193,Unknown,Unknown,Unknown,Unknown,,0,Ack,
194,Philips Lamp 1,Bulb,Coordinator,Coordinator,Smart Socket,0,Default Response (0x0b),"{'Sequence Number': '111', 'Command': 'Default Response (0x0b)', 'Response to Command': '0x0a', 'Status': 'Success (0x00)'}"
195,Unknown,Unknown,Unknown,Unknown,,0,Ack,
196,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,APS: Ack,
197,Unknown,Unknown,Unknown,Unknown,,0,Ack,
198,Aqara Door 1,Door,Aqara Door 1,Door,Coordinator,1,Report Attributes (0x0a),"{'Sequence Number': '22', 'Command': 'Report Attributes (0x0a)', 'Attribute': 'OnOff (0x0000)', 'Data Type': 'Boolean (0x10)'}"
199,Unknown,Unknown,Unknown,Unknown,,0,Ack,
200,Unknown,Unknown,Unknown,Unknown,,0,,
201,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
202,Smart Socket,Socket,Smart Socket,Socket,Unknown,0,Link Status (0x08),
203,Unknown,Unknown,Unknown,Unknown,Unknown,0,,
204,Moes Bulb,Bulb,Moes Bulb,Bulb,Unknown,0,Link Status (0x08),
205,Ledvance Smart+ Plug,Socket,Ledvance Smart+ Plug,Socket,Unknown,0,Link Status (0x08),
206,Coordinator,Coordinator,Coordinator,Coordinator,Smart Socket,0,Read Attributes (0x00),"{'Sequence Number': '13', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
207,Unknown,Unknown,Unknown,Unknown,,0,Ack,
208,Philips Lamp 1,Bulb,Coordinator,Coordinator,Smart Socket,0,Read Attributes (0x00),"{'Sequence Number': '13', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
209,Unknown,Unknown,Unknown,Unknown,,0,Ack,
210,Smart Socket,Socket,Smart Socket,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '13', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '244 (0x00000000000000f4)', 'Bitmap8': '0x00'}"
211,Unknown,Unknown,Unknown,Unknown,,0,Ack,
212,Coordinator,Coordinator,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '15', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
213,Unknown,Unknown,Unknown,Unknown,,0,Ack,
214,Philips Lamp 1,Bulb,Coordinator,Coordinator,Power Plug 1,0,Read Attributes (0x00),"{'Sequence Number': '15', 'Command': 'Read Attributes (0x00)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)']}"
215,Unknown,Unknown,Unknown,Unknown,,0,Ack,
216,Power Plug 1,Socket,Power Plug 1,Socket,Coordinator,0,Read Attributes Response (0x01),"{'Sequence Number': '15', 'Command': 'Read Attributes Response (0x01)', 'Attribute': ['Current Summation Delivered (0x0000)', 'Status (0x0200)'], 'Status': ['Success (0x00)', 'Success (0x00)'], 'Data Type': ['48-Bit Unsigned Integer (0x25)', '8-Bit Bitmap (0x18)'], 'Uint48': '119 (0x0000000000000077)', 'Bitmap8': '0x00'}"
217,Unknown,Unknown,Unknown,Unknown,,0,Ack,
